customer_id,age,income,gender,region,signup_date,tenure_months,monthly_charges,contract_type,payment_method,country,churn
CUST00270,44.0,30462.24,Female,East,2023-07-04,22.0,47.32,Month-to-month,Electronic check,USA,Yes
CUST00271,61.0,36651.48,Male,South,2023-09-20,14.0,,Two year,,Canada,No
CUST00272,23.0,83970.32,Male,South,2021-08-30,7.0,36.9,One year,Credit card,USA,No
CUST00273,57.0,42764.5,,Pacific,2022-08-04,37.0,36.46,One year,,USA,Yes
CUST00274,42.0,32547.3,Male,North,2022-11-18,22.0,78.39,Month-to-month,Credit card,USA,No
CUST00275,29.0,54978.79,Female,Northeast,2022-04-28,5.0,66.22,Month-to-month,Electronic check,USA,No
CUST00276,48.0,,Female,West,2024-02-06,55.0,88.92,Two year,Credit card,Canada,No
CUST00277,45.0,306016.35342156416,Female,East,2024-06-03,2.0,115.5,Month-to-month,Credit card,USA,No
CUST00278,34.0,53392.88,,Central,2022-11-04,27.0,19.24,Two year,Credit card,USA,No
CUST00279,43.0,17338.88,Non-binary,East,2022-09-23,21.0,74.5,Month-to-month,Bank transfer,USA,No
CUST00280,37.0,64336.15,Male,Northeast,2022-10-23,54.0,37.03,Month-to-month,Credit card,USA,No
CUST00281,43.0,43012.59,Female,Southwest,2022-10-24,38.0,84.72,Month-to-month,Credit card,USA,No
CUST00282,51.0,29506.21,Male,East,2023-03-16,15.0,58.2,Month-to-month,Credit card,USA,Yes
CUST00283,63.0,,Female,South,2022-02-23,21.0,65.68,Two year,Electronic check,USA,No
CUST00284,26.0,113022.98,Female,West,2023-09-15,10.0,32.92,Month-to-month,Credit card,USA,No
CUST00285,70.0,,,Southwest,2024-03-29,23.0,54.34,Month-to-month,Electronic check,USA,Yes
CUST00286,18.0,41114.26,Non-binary,South,2022-10-12,58.0,67.24,Month-to-month,Credit card,USA,Yes
CUST00287,40.0,28863.11,,West,2023-08-27,56.0,98.9,Month-to-month,Credit card,USA,No
CUST00288,50.0,23743.83,Male,West,2022-08-13,39.0,45.14,Month-to-month,Bank transfer,USA,No
CUST00289,46.0,55004.37,Male,Central,2024-01-06,5.0,51.23,Month-to-month,Electronic check,USA,Yes
CUST00290,34.0,23669.87,Female,North,2022-05-24,1.0,88.61,Two year,Credit card,USA,Yes
CUST00291,39.0,37638.51,Male,Central,2022-03-17,13.0,43.52,Month-to-month,,USA,No
CUST00292,36.0,28600.27,Male,Southwest,2024-07-01,21.0,93.56,Month-to-month,Electronic check,Canada,No
CUST00293,34.0,46142.51,Male,North,2023-07-10,26.0,64.77,Month-to-month,Mailed check,USA,No
CUST00294,53.0,42908.75,Male,,2023-02-09,50.0,72.58,Month-to-month,Bank transfer,USA,No
CUST00295,47.0,61008.59,Male,Pacific,2024-09-05,45.0,74.19,Two year,Bank transfer,USA,No
CUST00296,33.0,28141.25,Male,North,2021-09-20,21.0,49.59,Month-to-month,Bank transfer,Canada,No
CUST00297,54.0,,Male,Northeast,2024-10-29,53.0,74.75,Month-to-month,Mailed check,USA,No
CUST00298,46.0,22261.59,Male,East,2022-09-29,18.0,45.69,One year,Mailed check,USA,No
CUST00299,53.0,29081.38,Non-binary,South,2024-04-05,37.0,52.45,Month-to-month,,Canada,No
CUST00300,50.0,43855.27,Male,Northeast,2022-04-04,45.0,78.97,Month-to-month,Mailed check,USA,Yes
